UV,UV,UV
0.009839,,
0.010000,,
0.040000,,
0.060000,,
0.010000,,
0.500000,,
0.020000,,
0.010000,,
0.060000,,
0.040000,,
0.010000,,
0.040000,,
0.020000,,
0.020000,,
0.090000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.030000,,
0.030000,,
0.010000,,
0.009839,,
0.030000,,
0.030000,,
0.010000,,
0.030000,,
0.180000,,
0.360000,,
0.040000,,
0.010000,,
0.030000,,
0.020000,,
0.050000,,
0.020000,,
0.080000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.130000,,
0.008609,,
0.020000,,
0.008609,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.070000,,
0.020000,,
0.030000,,
0.020000,,
0.080000,,
0.040000,,
0.020000,,
0.060000,,
0.010000,,
0.050000,,
0.060000,,
0.010000,,
0.030000,,
0.040000,,
0.008609,,
0.020000,,
0.008609,,
0.010000,,
0.040000,,
0.020000,,
0.010000,,
0.660000,,
0.090000,,
0.140000,,
0.440000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.020000,,
0.090000,,
0.090000,,
0.060000,,
0.050000,,
0.060000,,
0.050000,,
0.110000,,
0.100000,,
0.020000,,
0.010000,,
0.120000,,
0.080000,,
0.020000,,
0.020000,,
0.020000,,
0.060000,,
0.060000,,
0.160000,,
0.070000,,
0.020000,,
0.070000,,
0.040000,,
0.010000,,
0.020000,,
0.080000,,
0.060000,,
0.100000,,
0.120000,,
0.020000,,
0.050000,,
0.080000,,
0.010000,,
0.040000,,
0.070000,,
0.009839,,
0.060000,,
0.050000,,
0.010000,,
0.040000,,
0.010000,,
0.020000,,
0.060000,,
0.040000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.009839,,
0.160000,,
0.020000,,
0.070000,,
0.090000,,
0.060000,,
0.030000,,
0.050000,,
0.040000,,
0.050000,,
0.020000,,
0.080000,,
0.040000,,
0.050000,,
0.060000,,
0.020000,,
0.010000,,
0.030000,,
0.030000,,
0.060000,,
0.008609,,
0.120000,,
0.020000,,
0.120000,,
0.010000,,
0.007379,,
0.020000,,
0.040000,,
0.090000,,
0.020000,,
0.010000,,
0.070000,,
0.010000,,
0.180000,,
0.080000,,
0.010000,,
0.030000,,
0.080000,,
0.020000,,
0.008609,,
0.010000,,
0.010000,,
0.020000,,
0.009839,,
0.008609,,
0.010000,,
0.010000,,
0.030000,,
0.090000,,
0.010000,,
0.030000,,
0.120000,,
0.020000,,
0.008609,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.060000,,
0.009839,,
0.009839,,
0.040000,,
0.030000,,
0.090000,,
0.080000,,
0.050000,,
0.020000,,
0.008609,,
0.030000,,
0.009839,,
0.020000,,
0.040000,,
0.050000,,
0.030000,,
0.010000,,
0.010000,,
0.040000,,
0.009839,,
0.160000,,
0.010000,,
0.020000,,
0.070000,,
0.100000,,
0.010000,,
0.040000,,
0.020000,,
0.010000,,
0.020000,,
0.050000,,
0.020000,,
0.020000,,
0.060000,,
0.020000,,
0.009839,,
0.008609,,
0.010000,,
0.010000,,
0.010000,,
0.090000,,
0.010000,,
0.060000,,
0.080000,,
0.009839,,
0.020000,,
0.060000,,
0.020000,,
0.060000,,
0.030000,,
0.009839,,
0.009839,,
0.030000,,
0.020000,,
0.020000,,
0.008609,,
0.020000,,
0.040000,,
0.007379,,
0.040000,,
0.070000,,
0.010000,,
0.030000,,
0.008609,,
0.020000,,
0.050000,,
0.020000,,
0.030000,,
0.020000,,
0.080000,,
0.010000,,
0.040000,,
0.007379,,
0.060000,,
0.009839,,
0.020000,,
0.030000,,
0.050000,,
0.008609,,
0.080000,,
0.020000,,
0.009839,,
0.020000,,
0.008609,,
0.020000,,
0.010000,,
0.020000,,
0.040000,,
0.020000,,
0.040000,,
0.050000,,
0.010000,,
0.010000,,
0.050000,,
0.010000,,
0.020000,,
0.020000,,
0.050000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.050000,,
0.010000,,
0.010000,,
0.020000,,
0.050000,,
0.020000,,
0.030000,,
0.120000,,
0.020000,,
0.130000,,
0.009839,,
0.009839,,
0.030000,,
0.020000,,
0.040000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.070000,,
0.010000,,
0.030000,,
0.040000,,
0.010000,,
0.020000,,
0.040000,,
0.040000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.009839,,
0.070000,,
0.020000,,
0.020000,,
0.040000,,
0.020000,,
0.050000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.040000,,
0.010000,,
0.030000,,
0.010000,,
0.010000,,
0.020000,,
0.040000,,
0.020000,,
0.050000,,
0.020000,,
0.130000,,
0.008609,,
0.020000,,
0.020000,,
0.020000,,
0.009839,,
0.010000,,
0.060000,,
0.020000,,
0.040000,,
0.070000,,
0.007379,,
0.030000,,
0.060000,,
0.120000,,
0.009839,,
0.008609,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.060000,,
0.050000,,
0.070000,,
0.008609,,
0.020000,,
0.010000,,
0.010000,,
0.050000,,
0.030000,,
0.020000,,
0.050000,,
0.009839,,
0.060000,,
0.020000,,
0.020000,,
0.070000,,
0.030000,,
0.030000,,
0.008609,,
0.009839,,
0.070000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.080000,,
0.030000,,
0.050000,,
0.020000,,
0.020000,,
0.040000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.008609,,
0.010000,,
0.050000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.020000,,
0.050000,,
0.010000,,
0.010000,,
0.060000,,
0.020000,,
0.010000,,
0.008609,,
0.080000,,
0.040000,,
0.010000,,
0.050000,,
0.020000,,
0.050000,,
0.100000,,
0.010000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.040000,,
0.080000,,
0.020000,,
0.080000,,
0.030000,,
0.020000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.110000,,
0.020000,,
0.010000,,
0.008609,,
0.020000,,
0.010000,,
0.030000,,
0.060000,,
0.060000,,
0.010000,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.070000,,
0.010000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.010000,,
0.007379,,
0.010000,,
0.020000,,
0.690000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.010000,,
0.020000,,
0.020000,,
0.009839,,
0.010000,,
0.010000,,
0.010000,,
0.040000,,
0.060000,,
0.030000,,
0.040000,,
0.009839,,
0.010000,,
0.020000,,
0.010000,,
0.020000,,
0.030000,,
0.010000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.030000,,
0.030000,,
0.008609,,
0.030000,,
0.020000,,
0.009839,,
0.040000,,
0.020000,,
0.020000,,
0.020000,,
0.030000,,
0.010000,,
0.010000,,
0.030000,,
0.020000,,
0.030000,,
0.020000,,
0.050000,,
0.080000,,
0.030000,,
0.010000,,
0.130000,,
0.130000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.260000,,
0.020000,,
0.010000,,
0.040000,,
0.030000,,
0.010000,,
0.030000,,
0.030000,,
0.020000,,
0.010000,,
0.010000,,
0.010000,,
0.040000,,
0.020000,,
0.008609,,
0.030000,,
0.020000,,
0.020000,,
0.020000,,
0.010000,,
0.030000,,
0.020000,,
0.020000,,
0.030000,,
0.030000,,
0.020000,,
0.060000,,
0.040000,,
0.040000,,
0.020000,,
0.010000,,
0.050000,,
0.020000,,
0.010000,,
0.010000,,
0.008609,,
0.220000,,
0.020000,,
0.010000,,
0.020000,,
0.020000,,
0.010000,,
